Date,AAPL,AMZN,GOOG,META,MSFT,NVDA,TSLA
2020-01-02,72.53852081298828,94.90049743652344,67.90382385253906,208.4946746826172,152.7910919189453,5.971410274505615,28.68400001525879
2020-01-03,71.83329010009766,93.74849700927734,67.57058715820312,207.39146423339844,150.8886260986328,5.875831604003906,29.534000396728516
2020-01-06,72.40568542480469,95.14399719238281,69.2366943359375,211.2974395751953,151.27857971191406,5.900473117828369,30.1026668548584
2020-01-07,72.06515502929688,95.34300231933594,69.19349670410156,211.75457763671875,149.89927673339844,5.971906661987305,31.270666122436523
2020-01-08,73.22442626953125,94.59850311279297,69.73876953125,213.9013671875,152.28695678710938,5.983108043670654,32.80933380126953
2020-01-09,74.77975463867188,95.05249786376953,70.50898742675781,216.96249389648438,154.1894989013672,6.0488200187683105,32.089332580566406
2020-01-10,74.94879913330078,94.15799713134766,71.0006332397461,216.72396850585938,153.4760284423828,6.081175804138184,31.876667022705078
2020-01-13,76.55003356933594,94.56500244140625,71.4723892211914,220.55039978027344,155.3214874267578,6.271834850311279,34.990665435791016
2020-01-14,75.51637268066406,93.47200012207031,71.0577392578125,217.7178192138672,154.2275390625,6.154850959777832,35.861331939697266
2020-01-15,75.19274139404297,93.10099792480469,71.47089385986328,219.79502868652344,155.22634887695312,6.112288475036621,34.56666564941406
2020-01-16,76.13463592529297,93.89700317382812,72.09164428710938,220.41123962402344,158.0706024169922,6.195919513702393,34.232666015625
2020-01-17,76.97753143310547,93.23600006103516,73.51641082763672,220.77894592285156,158.95526123046875,6.204629898071289,34.03333282470703
2020-01-21,76.45584869384766,94.5999984741211,73.71556091308594,220.083251953125,158.38455200195312,6.171278953552246,36.47999954223633
2020-01-22,76.72877502441406,94.37300109863281,73.79251098632812,219.9639892578125,157.6234893798828,6.225290298461914,37.97066879272461
2020-01-23,77.0982894897461,94.22899627685547,73.8272705078125,218.41354370117188,158.59384155273438,6.293737888336182,38.14666748046875
2020-01-24,76.87609100341797,93.08200073242188,72.8370590209961,216.60470581054688,156.9956817626953,6.234499454498291,37.654666900634766
2020-01-27,74.61551666259766,91.41699981689453,71.20770263671875,213.55348205566406,154.37022399902344,5.978628158569336,37.201332092285156
2020-01-28,76.72635650634766,92.6624984741211,72.13436126708984,216.4556121826172,157.3952178955078,6.172025203704834,37.793331146240234
2020-01-29,78.3324203491211,92.9000015258789,72.4358139038086,221.8622589111328,159.84945678710938,6.111541748046875,38.732666015625
2020-01-30,78.21890258789062,93.53399658203125,72.29724884033203,208.2462158203125,164.35845947265625,6.118262767791748,42.72066879272461
2020-01-31,74.75077056884766,100.43599700927734,71.22409057617188,200.6729278564453,161.93267822265625,5.884792804718018,43.371334075927734
2020-02-03,74.54550170898438,100.20999908447266,73.79203033447266,202.93894958496094,165.8804473876953,5.981863975524902,52.0
2020-02-04,77.00651550292969,102.4834976196289,71.86174011230469,208.5443878173828,171.34063720703125,6.151116847991943,59.137332916259766
2020-02-05,77.63445281982422,101.99349975585938,71.9193344116211,208.8226776123047,171.13140869140625,6.241469383239746,48.97999954223633
2020-02-06,78.54251861572266,102.5114974975586,73.30982971191406,209.5581512451172,174.67962646484375,6.328336238861084,49.930667877197266
2020-02-07,77.47492218017578,103.96399688720703,73.45880126953125,211.02906799316406,174.92689514160156,6.26212739944458,49.871334075927734
2020-02-10,77.8428726196289,106.69550323486328,74.9212875366211,211.75457763671875,179.50245666503906,6.545377731323242,51.41866683959961
2020-02-11,77.3732681274414,107.54000091552734,74.92675018310547,205.92056274414062,175.45008850097656,6.667838096618652,51.62533187866211
2020-02-12,79.210693359375,108.0,75.39752960205078,209.46865844726562,175.70697021484375,6.7835774421691895,51.15266799926758
2020-02-13,78.64662170410156,107.49349975585938,75.21826171875,211.8341064453125,174.75567626953125,6.739770889282227,53.599998474121094
2020-02-14,78.66598510742188,106.74349975585938,75.52020263671875,212.8677215576172,176.3157196044922,7.21293306350708,53.33533477783203
2020-02-18,77.22559356689453,107.78350067138672,75.4670639038086,216.46556091308594,178.10406494140625,7.381689071655273,57.22666549682617
2020-02-19,78.3440170288086,108.51100158691406,75.815673828125,216.15745544433594,178.6382598876953,7.832948684692383,61.16133117675781
2020-02-20,77.54029083251953,107.65499877929688,75.39157104492188,213.26527404785156,175.91024780273438,7.683607578277588,59.96066665649414
2020-02-21,75.78516387939453,104.79850006103516,73.75080108642578,208.89224243164062,170.34922790527344,7.31946325302124,60.06666564941406
2020-02-24,72.18531036376953,100.4645004272461,70.59638214111328,199.49020385742188,163.00460815429688,6.801996231079102,55.58599853515625
2020-02-25,69.74027252197266,98.63700103759766,68.95065307617188,195.56442260742188,160.314697265625,6.522478103637695,53.32733154296875
2020-02-26,70.84660339355469,98.97949981689453,69.18553924560547,195.99176025390625,162.3177490234375,6.661864280700684,51.91999816894531
2020-02-27,66.2154769897461,94.21499633789062,65.4565658569336,188.58740234375,150.88107299804688,6.291027545928955,45.266666412353516
2020-02-28,66.17675018310547,94.1875,66.5113525390625,191.29075622558594,154.5343017578125,6.726120471954346,44.53266525268555
2020-03-02,72.33785247802734,97.69750213623047,68.9834213256836,195.2364044189453,164.81686401367188,6.884515762329102,49.574668884277344
2020-03-03,70.04046630859375,95.44950103759766,66.6136474609375,184.75106811523438,156.9189453125,6.622016906738281,49.70066833496094
2020-03-04,73.28925323486328,98.79149627685547,68.85479736328125,190.5850830078125,162.68026733398438,7.08574914932251,49.96666717529297
2020-03-05,70.91194915771484,96.20149993896484,65.50374603271484,184.03546142578125,158.59774780273438,6.806313991546631,48.30266571044922
2020-03-06,69.97025299072266,95.05449676513672,64.47925567626953,179.98045349121094,154.11463928222656,6.625751972198486,46.89866638183594
2020-03-09,64.4361801147461,90.03050231933594,60.36491394042969,168.46148681640625,143.66986083984375,6.112707138061523,40.53333282470703
2020-03-10,69.07693481445312,94.59100341796875,63.58437728881836,177.09823608398438,153.49462890625,6.502222537994385,43.02199935913086
2020-03-11,66.67786407470703,91.04299926757812,60.35745620727539,169.19696044921875,146.541015625,6.1383585929870605,42.28200149536133
2020-03-12,60.093116760253906,83.83049774169922,55.36660385131836,153.52357482910156,132.643310546875,5.38722038269043,37.369998931884766
2020-03-13,67.29277038574219,89.25,60.571990966796875,169.23672485351562,151.5010223388672,5.998143196105957,36.44133377075195
2020-03-16,58.63576889038086,84.4574966430664,53.84800720214844,145.1154022216797,129.17123413085938,4.891360759735107,29.67133331298828
2020-03-17,61.213985443115234,90.39199829101562,55.60945510864258,148.50453186035156,139.80679321289062,5.411130428314209,28.68000030517578
2020-03-18,59.7154655456543,91.5,54.467262268066406,146.05960083007812,133.9214324951172,5.05125093460083,24.08133316040039
2020-03-19,59.2579231262207,94.04650115966797,55.38548278808594,152.19180297851562,136.1248779296875,5.3040385246276855,28.50933265686035
2020-03-20,55.49589538574219,92.30449676513672,53.251583099365234,148.81260681152344,131.01223754882812,5.124224662780762,28.50200080871582
2020-03-23,54.31694412231445,95.1415023803711,52.471927642822266,147.19261169433594,129.70545959472656,5.297065734863281,28.952667236328125
2020-03-24,59.76630401611328,97.00499725341797,56.33747100830078,159.99368286132812,141.4951171875,6.2058515548706055,33.66666793823242
2020-03-25,59.43706512451172,94.29199981689453,54.74983215332031,155.25291442871094,140.140625,6.117190361022949,35.95000076293945
